230957	B两个放在绝缘架上的相同金属球，相距为d，球的半径比d小得多，分别带有q和3q的电荷量，相互斥力为3F．现将这两个金属球接触再分开，然后使两金属球相距2d．则它们的相互作用力将变为_A.0B.FC.3FD.4F	将两小球充分接触后，两球所带的电量平分，比较简单，直接代入库仑定律的公式．	库仑定律	解：开始时，根据库仑定律得：，将这两个金属球接触再分开，它们的电量：，使两金属球相距2d，故选项B正确．故选：B
231333	河宽420m，船在静水中速度为4m/s，水流速度是3m/s，则船过河的短时间和最短航程分别为_A.140s 525mB.105s 420mC.84s 525mD.s 420m	船参与了两个分运动，沿船头指向的分运动和沿水流方向的分运动，由于两个分运动相互独立，互不影响，故渡河时间等于沿船头指向分运动的时间，与水流速度无关，当船头与河岸垂直时，沿船头方向的分运动的位移最小，故渡河时间最短．当合速度与河岸垂直时，过河的位移最小．	小船过河问题	解：船参与了两个分运动，沿船头指向的分运动和沿水流方向的分运动，渡河时间等于沿船头指向分运动的时间，当船头与河岸垂直时，沿船头方向的分运动的位移最小，故渡河时间最短因而t=═=105s；由于静水速大于水流速，根据平行四边形定则，知合速度可以与河岸垂直，当合速度与河岸垂直时，渡河的位移最小．所以最小位移等于河宽，等于420m．故选：B
231352	质量为m的石子从距地面高为H的塔顶以初速度v0竖直向下抛出，若只考虑重力作用，则石子下落到距地面高为h处时的动能为：（g表示重力加速度）_A B mgH-mghC D 	石子只受重力的作用，根据动能定理可以求得末速度的大小．	自由落体运动	解：由动能定理可得，mg（H-h）=mV2-mV02，所以mV2=mg（H-h）+mV02，所以D正确．故选D．
231368	质量为m的苹果，从离地面H高的树上由静止开始落下，树下有一深度为h的坑，若以地面作为零势能参考平面，则当苹果落到坑底前瞬间的机械能为_A.mghB.mgHC.mg（H+h）D.mg（H-h）	整个过程中苹果的机械能守恒，在任何一个地方的机械能都是相同的，求得其中一个点的机械能即可．	动能与动能定理	解：整个过程中苹果的机械能守恒，以地面作为零势能参考平面，则在开始时苹果的机械能是mgH，所以当苹果落到坑底前瞬间的机械能也为mgH，所以B正确．故选B．
231389	质量为m的足球以v的速率滚来，运动员一脚将球踢出，使球以速率v滚出，运动员踢球过程中，对球做功与对球的冲量的大小的下述说法中正确的是_A.对球做功与对球的冲量大小均等于零B.对球做功与对球的冲量大小均不等于零C.对球做功为零，对球冲量大小不等于零D.对球做功不为零，对球冲量大小为零	运动员一脚将球踢出，使球以速率v滚出，这一个速度的方向与初速度的方向是相反的，所以球速度的改变为：△v=-v-v=-2v．速率的改变是0．	匀变速直线运动的图象	解：选取球来的方向为正方向，则运动员踢球后球的速度为-v，所以球速度的改变为：△v=-v-v=-2v，球的动量改变为：△P=m△v=-2mv；根据动量定理得，运动员对球的冲量为：I=△P=-2mv．即对球的冲量的大小不为0．由于球的速率未变，所以由动能定律：，即对球做功为0．所以选项C正确．故选：C
231422	一物体从H高处自由下落，经t时间落地，则当下落时，离地高度为_A.B.C.D.	物体做的是自由落体运动，根据自由落体的位移公式可以求得．	自由落体运动	解：物体做自由落体运动，由H=gt2，当时间为时，物体下落的高度为 h=g（）2=，所以离地面的高度为，所以D正确．故选D．
231457	在高速公路的拐弯处，路面造得外高内低，即当车向右拐弯时，司机左侧的路面比右侧的要高一些，路面与水平面间的夹角为θ设拐弯路段是半径为R的圆弧，要使车速为v时车轮与路面之间的横向（即垂直于前进方向）摩擦力等于零，θ应满足_A.sinθ=B.tanθ=C.sinθ=D.cotθ=	车做匀速圆周运动，重力和支持力的合力恰好提供向心力，根据牛顿第二定律列式求解即可．	多过程运动学问题	解：车匀速转弯，合力等于向心力，如图根据牛顿第二定律mgtanθ=m解得tanθ=故选：B．
231520	一个在水平方向做简谐运动的质点，振幅为5cm，周期为2s，该质点从平衡位置开始经过258s，它对平衡位置的位移大小为_A.0B.5cmC.10cmD.250cm	简谐运动的位移随时间周期性变化，先判断258s与周期的关系，然后再判断位移大小．	简谐运动中的过程中的多点计算	解：质点在水平方向做简谐运动，周期为2s，质点从平衡位置开始经过258s，由于258s=129倍的周期，即质点完成了129倍的全振动，故物体仍然在平衡位置，位移为零；故选A．
231530	光滑水平桌面上，放置一条细长、质量分布均匀的项链，质量为m，长度等于L．如果你用手抓住项链的一端向上把项链提离桌面，至少做的功为_A.B.C.mgLD.2mgL	以项链为研究对象，在提起项链的过程中人与重力对项链做功，由动能定理可以求出人做的功．	板块问题、套环类问题	解：均匀项链的重心在其几何重心，把项链提起后，重心到桌面的高度为．由动能定理可得：W-mg=mv2-0，提起项链后，项链的速度为零时，人所做的功最小，W最小=mgL；故选B
231639	在2008年北京奥运会上，牙买加选手博尔特在男子100m决赛中，以9.69s的成绩打破世界纪录获得金牌，被喻为“世界飞人”．他起跑时初速度为0，若测得到达终点时的瞬时速度为12m/s，则他在百米比赛过程中的平均速度大小约为_A.6m/sB.9.5m/sC.10.32m/sD.12m/s	平均速度等于总位移除以总时间，跟初末位置的速度无关，根据即可解题．	速度、速率、平均速度、瞬时速度	解：=m/s=10.32m/s故选：C．
231737	一个电子在匀强磁场中做匀速圆周运动，如果保持磁场不变，让电子的速度加倍，则电子运动一周通过的路程S和所用的时间T的变化情况是_A.S加倍，T加倍B.S不变，T减半C.S加倍，T不变D.S不变，T不变	带电粒子进入匀强磁场中做匀速圆周运动，由洛伦兹力提供向心力，根据牛顿第二定律和向心力公式列式，求出带电粒子运动的速率，由v=求出周期，根据S=vT求解路程．	位移与路程	解：粒子在磁场中匀速圆周运动，有 Bqv=m得：v=又v=_ 可得T=，所以当速度加倍时，周期不变电子运动一周通过的路程S=vT，所以当速度加倍时，S加倍故选C
231746	一质点由静止开始，先做匀加速直线运动，接着做匀速直线运动，最后做末速度为零的匀减速直线运动，三个过程所经历的时间之比为_3：4：1，全过程中的最大速度为v．则全过程的平均速度为_A.B.C.D.	匀加速过程平均速度为v，匀速过程速度为v，匀减速过程平均速度为；设总时间为8T，求解出总位移；最后根据平均速度的定义公式求解全程的平均速度．	位移与时间的关系的简单应用	解：设总时间为8T，匀加速过程平均速度为v，故匀加速过程的位移为：=1.5vT；匀速过程时间为4T，速度为v，故位移为：4vT；匀减速过程平均速度为，时间为T，故位移为0.5vT；故总位移为：1.5vT+4vT+0.5vT=6vT；故全程的平均速度为：=；故选C．
231796	太阳系八大行星绕太阳运动的轨道可粗略地认为是圆，各行星的半径、日星距离和质量如下表所示：行星名称水星金星地球火星木星土星天王星海王星星球半径/×106m2.446.056.383.4071.4960.2725.5624.75日星距离/×1011m0.581.081.502.287.7814.2928.7145.04星球质量/×1024kg0.334.876.000.64190056986.8102由表中所列数据可以估算海王星公转的周期最接近于_A.1050年B.165年C.35年D.15年	根据开普勒第三定律内容太阳系中所有行星的轨道半长轴的3次方与其公转周期的平方的比值都相等，即．	黄金代换	解：根据开普勒第三定律内容太阳系中所有行星的轨道半长轴的3次方与其公转周期的平方的比值都相等，即，对围绕同一中心天体运行的行星（或卫星）都相同．所以地球的公转周期是1年，从表中可以知道地球和天王星的轨道半径，所以天王星的公转的周期T天=T地=≈165年．故B正确．
231800	一滑块以某初速从斜面底端滑到斜面顶端时，速度恰好为零，此过程是匀减速运动，已知斜面长L．滑块通过最初L时所需的时间为t．则滑块从斜面底端滑到顶端所需时间为_A.tB.tC.tD.2t	物体的加速度不变，做匀减速运动，利用逆向思维，可以认为物体是从静止开始的匀加速直线运动，利用匀加速直线运动的规律即可求得运动的时间．	等距问题	解：把物体看成是从上至下的匀加速运动，设在最初的L的时间为t′，由匀加速直线运动的位移公式可得，L=at′2  ①，对于全程，由匀加速直线运动的位移公式可得，L=a（t′+t）2  ②由①②解得，t′=t，所以全程的时间为2t．故选D．
231820	设人自然步行时的跨步频率与手臂自然摆动的频率一致（人手臂自然摆到的频率与臂长的关系，类似于单摆固有频率与摆长的关系），且人和步幅与身高成正比，由此估测人的步行速度v与身高L的关系为_A.v∝L2B.v∝LC.D.	人的速度等于步幅与跨步频率的乘积，即v=λf；人自然步行时的跨步频率与手臂自然摆动的频率一致；手臂自然摆动的周期T=2π．	单摆及其周期	解：人的速度等于步幅与跨步频率的乘积，即v=λf；人自然步行时的跨步频率与手臂自然摆动的频率一致f′=f；手臂自然摆动的周期T=2π；T=人和步幅与身高成正比，即λ=kL；人的手臂长度也应该与升高成正比，即l=k′L；联立以上各式解得：v=∝；故选C．
231845	木块在水平恒力F作用下，由静止开始在水平路面上前进，运动时间为t，随即撒去此恒力后经时间2t才停下来，设运动全过程中路面情况相同，则木块在运动中物体动量的最大值为_A.Ft/2B.Ft/3C.2Ft/3D.Ft	分析物体的受力，由动量定理可求得木块在运动中获得的最大动量	多过程动力学问题	解：对全程分析，由动量定理可知，Ft-3ft=0；解得：f=由题意可知，当刚撤去拉力的瞬间，物体的动量最大，则由动量定理可得：Pmax=（F-f）t=；故选C．
231849	已知月球上的重力加速度值是地球上重力加速度值的0.16倍，在地球上周期是1s的单摆，在月球上的周期是_A.0.4sB.0.16sC.2.5sD.6.25s	根据单摆的周期公式列式比较即可．	黄金代换	解：在地球上，；在月球上，；故，解得T月=2.5s；故选C．
231901	运动员在长跑比赛中获取冠军，其获胜的原因是因为_A.某时刻的瞬时速度大B.撞线时的瞬时速度大C.全程平均速度大D.起跑时的加速度大	长跑比赛时，总位移相等，用时最少的获得冠军．	x-t、v-t及a-t图辨析	解：长跑比赛时，总位移相等，用时最少的获得冠军．根据平均速度等于总位移除以总时间可知，获胜的原因是因为全程平均速度大．故选C
231906	一列简谐波沿直线传播，波速为6米/秒，已知此直线上某一点P做简谐振动过程中每秒钟6次经过平衡位置，则波长为_A.1米B.2米C.3米D.4米	根据点P做简谐振动过程中每秒钟6次经过平衡位置，则可确定周期，再由λ=vT，可求出波长．	波的图象（加试）	解：由题，质点P每一个周期内经过2次平衡位置，所以波的振动周期，则波的传播周期也为，根据λ=vT，可求出波长为故选B
231928	用起重机把质量为_2.0×10kg_的物体匀速提高了_5m（g=10m/s2），在此过程中_A.钢绳的拉力做功为_1.0×10JB.重力做功为_1.0×10JC.物体克服重力做功为_1.0×10JD.D．合力做的总功为_1.0×105J	本题中物体匀速上升，根据平衡条件可求出钢绳的拉力，此力和重力都是恒力，直接根据功的公式W=Flcosα求功；合力为零，即可知合力做的功为零．	牛顿第二定律的基本问题	解：由题，物体匀速运动，则由平衡条件得：钢绳的拉力F=mg=2×104N则钢绳的拉力做功为WF=Fh=2×104×5J=1.0×105J重力做功为WG=-mgh=-2×104×5J=-1.0×105J，即物体克服重力做功为 1.0×105J由于物体匀速运动，合力为零，则合力做功也为零．故选C
231935	一个物体放在倾角为θ的斜面上，轻轻一推，它刚好匀速下滑．要使它从斜面底端以某一初速度沿斜面向上运动达到斜面上高为H处．则物体的初速度的大小至少为_A.B.2C.4D.条件不足，无法确定	物体沿斜面匀速下滑，受到重力、支持力和滑动摩擦力处于平衡，根据共点力平衡求出支持力和滑动摩擦力；物体沿斜面上滑时受重力、支持力和滑动摩擦力，求出物体的合力，根据动能定理求解出初速度．	斜面功能	解：（1）下滑时，受重力、支持力和摩擦力，匀速运动，根据共点力平衡得：N=mgcosθf=mgsinθ其中f=μN物体沿斜面上滑的合力F合=mgsinθ+μmgcosθ=2mgsinθ根据动能定理，得到-2mgsinθ=0-解得故选C．
231966	以下三个力学实验（装置），采用了相同物理思想方法的是_A.极限思想方法B.放大思想方法C.理想化思想方法D.猜想思想方法	桌面的受力微小形变借助于光的反射来放大；玻璃瓶的受力微小形变借助于液体体积变化；引力大小仍是借助于光的反射来放大．	力学单位制	解：桌面的受力微小形变借助于光的反射来放大；玻璃瓶的受力微小形变借助于液体体积变化；引力大小仍是借助于光的反射来放大，三个实验均体现出放大的思想方法，三个实验均体现出放大的思想方法，故选B
232036	用欧姆表测一个电阻R的阻值，选择旋钮置于“×10”挡，测量时指针指在100与200刻度的正中间，可以确定_A、R=150Ω_ _B、R=1500Ω_ _C、1000Ω＜R＜1500Ω_ _ D、1500Ω＜R＜2000Ω	欧姆表刻度左密又疏，100与200正中间的刻度小于150．	练习使用多用电表	解：欧姆表表盘左边密右边疏，零刻度在右边，测量时指针指在100与200刻度的正中间，指针的示数应大于100而小于150，所以带测电阻的阻值应该在1000到1500Ω之间，故C正确．故选C
232049	沿波的传播方向上A、B两质点相距6m，它们均处于平衡位置，且它们的振动速度方向恰好相反．若A、B间有两个波峰，则波长可能为_A.4_mB.2.4mC.1.7mD.1.5m	根据题中AB的状态，画出可能的波形求出波长．	波的干涉	解：由题意，画出AB可能的波形图共两种，若相距1.5个波长，则=4m，若相距2.5个波长，则=2.4m．故选AB
232094	“神舟”六号、七号飞船相继飞向太空，已知载人飞船在起飞阶段，宇航员的血液处于超重状态，严重时会产生“黑视”（眼前一片漆黑，什么也看不见），为使宇航员适应这种情况，要进行训练．训练时，宇航员的座舱在竖直面内做匀速圆周运动，若半径R=20m，座舱的向心加速度a=60m/s2，那么此座舱每分钟转过的圈数为_A B C D 3	根据匀速圆周运动向心加速度公式求出角速度，再根据周期与角速度的关系求出周期，进而求出每分钟转过的圈数．	超重和失重的一般问题	解：座舱的向心加速度a=ω2R解得：ω=rad/s则转动周期为：T=s则每分钟转过的圈数为：n=30π故选A
232110	美国科研人员正在研制一种新型镍铜长效电池，它是采用半衰期长达100年的放射性同位素镍63（）和铜两种金属作为长寿命电池的材料，利用镍63发生β裂变时释放电子给铜片，把镍63和铜片做电池两极外接负载为负载提供电能．下面有关该电池的说法正确的是_①镍63的裂变方程是→_ _ _ ②镍63的裂变方程是→③外接负载时镍63的电势比铜片高_ _ _ _ _ _④该电池内电流方向是从镍到铜片．A.②③B.①③C.②③④D.①④	根据电荷数守恒、质量数守恒确定裂变方程的正误；根据电流的方向确定电势的高低．	测定电源的电动势和内阻	解：①根据电荷数守恒、质量数守恒知镍63的裂变方程是→．故①错误，②正确．③铜片得到电子带负电，镍63带正电，知外接负载时镍63的电势比铜片高．故③正确．④在电池内部电流方向由负极流向正极，即从铜片流向镍．故④错误．故选A．
232154	做直线运动的物体，依次通过A、B、C三点，位移sAB=sBC，已知物体在AB段的平均速度大小为3m/s，在BC段的平均速度大小为6m/s，那么物体在AC段的平均速度的大小为_A.4m/sB.4.5m/sC.5m/sD.5.5m/s	分别求出AB段和BC段的运动时间，然后根据总位移除以总时间求出AC段的平均速度．	多阶段平均速度（率）计算	解：设AC段的长度为x，则AC段的平均速度 m/s故选A．
232155	做自由落体运动的物体，下列说法正确的是_A.第1s内、第2s内通过的位移相同B.第1s内、第2s内速度的变化量相同C.通过第一个1m、第二个1m所用时间相同D.【无选项】	自由落体运动是初速度为零的匀加速直线运动的一个特例，所以初速度为零的匀加速直线运动的规律对于自由落体运动也是适用的，此题可以应用这些规律来求解．	速度与时间的关系的简单应用	解：A、对于初速度为零的匀加速直线运动，第1s内、第2s内通过的位移之比为12：22，选项A错误．B、速度的变化量△v=at，时间间隔相同，速度的变化量就相同．选项B正确．C、对于初速度为零的匀加速直线运动，通过第一个1m、第二个1m所用时间比为1：（），选项C错误．故答案为B．
232159	一平行板电容器两极板间距为d、极板面积为S．对此电容器充电后断开电源．当增加两板间距时，电容器极板间_A.电容减小，电势差变大B.电容不变，电势差不变C.电容减小，电势差不变D.电容较小，电势差减小	当增加两板间距时，先根据电容的决定式C=分析电容的变化，电容器的电量不变，再根据电容的定义式C=分析板间电势差的变化．	电容器的电容	解：当增加两板间距时，由电容的决定式C=得知，电容减小．电容器充电后断开电源后，其电量保持不变，则C=分析得知，电容器极板间电势差变大．故选A
232179	质量为m的汽车行驶在平直的公路上，在运动过程中所受阻力不变．当汽车的加速度为a，速度为v时发动机的功率为P1，则当功率恒为P2时，汽车行驶的最大速度为_A.B.C.D.	对汽车受力分析，由牛顿第二定律，可以求得汽车运动过程中的受到的阻力的作用，再由P=Fv=fv可以求得汽车的最大速度．	电动机功率（非纯电阻电路分析）	解：对汽车受力分析，设受到的阻力的大小为f，由牛顿第二定律可得，F-f=ma，所以F=f+ma，所以功率P1=Fv=（f+ma）v，解得f=-ma，当功率恒为P2时，设最大速度为v′，则P2=F′v′=fv′，所以v′=，所以B正确．故选B．
232283	一颗小行星绕太阳做匀速圆周运动的轨道半径是地球公转半径的4倍，则这颗小行星的运行速率是地球运行速率的_A.倍B.2倍C.4倍D.16倍	根据万有引力提供向心力整理出速度与轨道半径的关系，代入半径关系解得速率之比．	同一中心天体的卫星比例及比较问题	解：根据万有引力提供向心力得：G=m，解得：V=； 因为小行星与地球均围绕太阳做匀速圆周运动，所以GM的取值相同；小行星轨道半径是地球公转半径的4倍，设地球半径R，小行星半径4R，代入①得：V：v地=1：2故选：A
232287	从地面竖直向上抛出一个小球，经过一段时间，小球又落回到地面，若小球运动过程中所受空气阻力的大小不变，则在小球整个运动过程中_①重力对小球的冲量为零②重力的功为零③上升过程比下降过程动量的变化量的大小要大一些④上升过程和下降过程动量的变化量的大小是相同的．A.只有①②③正确B.只有②③正确C.只有②④正确D.只有①③正确	考虑空气阻力，物体上升和下降时受力情况不同，要分开讨论；上升时，阻力向下，下降时阻力向上．	判断运动物体的v-t图象	解：①重力的冲量等于重力与作用时间的乘积，故一定不为零，故错误；②重力的功等于重力与位移的乘积，由于位移为零，故重力做功为零，故正确；③④整个过程中空气的阻力做功不为零，机械能损失，故上升过程初速度是整个运动过程的最大速度，设为v0，落地速度设为v，上升过程动量减小mv0，下降过程动量增加mv，故上升过程比下降过程动量的变化量的大小要大一些，故③正确，④错误；故选B．
232312	质量为m的物体从静止开始自由下落，不计空气阻力，在t秒内重力的平均功率为_A.mg2tB.mg2tC.mg2t2D.0	本题要注意瞬时功率及平均功率，P=FV既可求平均功率也可求瞬时功率，当速度为平均速度时为平均功率，当速度为瞬时速度时为瞬时功率．	牛顿运动定律的综合应用	解：物体做自由落体运动，ts末的速度v=gt，ts内物体平均速度_ =，则平均功率为_ P=mg=mg2t；故A正确；故选A．
232412	一质量为m的木块，在一个大小为F的水平恒力作用下，从静止开始在光滑的水平面上运动，经过时间t时力F的瞬时功率是_A.B.C.D.	求物体的瞬时功率只能用P=FV来求解，所以求出t时刻的速度的大小，即可求得经过时间t时力F的瞬时功率．	多过程动力学问题	解：对物体受力分析可知，物体只受力F的作用，由牛顿第二定律可得，F=ma，所以a=，t时刻的速度为 V=at=_t，所以瞬时功率P=FV=F•t=．故选C．
232485	质量为m=3kg的小球从5m高处自由下落，与地面碰撞后反弹到1.8m高处，已知小球和地面的接触时间为0.5s，不考虑空气阻力，取g=10m/s2，则小球和地面碰撞时小球受到地面的作用力大小为_A.96NB.126NC.66ND.54N	先根据动能定理或机械能守恒定律求出钢球碰撞地面前的速度v1和碰撞地面后的速度v2．分析钢球与地面作用过程中受哪些力，根据动量定理F合t=mv2-mv1，可求出钢球受到地面给它的平均作用力的大小．	动能与动能定理	解：在整个过程中，规定竖直向下为正方向．①钢球与地面碰撞前做自由落体运动，根据机械能守恒有：mgh1=mv12所以球落地时的速度为：v1=10m/s②钢球碰撞后向上做竖直上抛运动，根据机械能守恒定律有：mgh2=mv22所以钢球弹起，刚离地时的速度为：v2=-=-=-6m/s.8s③在钢球与地面碰撞过程中，所用的时间：△t=0.5s运用动量定理有：（mg-FN）•△t=mv2-mv1代入数据得：（3×10-FN）×0.5=3×（-6-10）所以有：FN=126N故选C．
232527	一定质量的气体，由状态A变化到状态B，压强和体积均增大，忽略气体分子势能的变化，下列说法中正确的是_A.气体分子平均动能不变B.气体分子平均动能减小C.气体吸热D.外界对气体做功	根据理想气体状态方程和热力学第一定律分析判断．	热力学第一定律	解：由理想气体状态方程知压强和体积均增大，则温度一定升高，所以平均动能增大；由热力学第一定律知气体对外界做功，温度升高内能增大，所以一定吸热．故选C
232586	在粗糙水平面上的A点处，放置一质量为M、边长为a的立方体形的大木箱子，现在将该箱子从A点移到远处的B点，两点之间的距离为S（S＞a），关于在这一过程中外力所做的功，甲同学认为：用水平恒力将木箱子缓慢地从A点推到B点时外力做的功，一定要比木箱子从A点翻滚到B点时外力做的功少．（不计翻箱子过程中外力做的负功）乙同学认为：用水平恒力将木箱子缓慢地从A点推到B点时外力做的功，一定要比木箱子从A点翻滚到B点时外力做的功多．（不计翻箱子过程中外力做的负功）丙同学认为：用水平恒力将木箱子缓慢地从A点推到B点时外力做的功，一定和先在外力作用下由静止开始加速运动，在中途适当的地方撤去外力，再让箱子自行滑到B点停下做功一样多你认为他们说法正确的是_A 甲同学B 乙同学C 丙同学D 均不正确	木箱子从A点翻滚到B点时，设共翻滚n次；每翻滚一次，需要做的功等于重力势能的增加量；用水平恒力将木箱匀速地从A点推到B点时推力等于滑动摩擦力，位移为na．	软绳链条重心	解：水平恒力将木箱匀速地从A点推到B点时外力做的功：W1=μmgS=μmg（na）；木箱子从A点翻滚到B点时外力做的功为W2=：当μ＞时，翻滚木箱前进更合理，做功较少；当μ＜时，推动木箱前进更合理，做功较少；故甲乙同学错误，丙同学正确故选C
232603	某同学通过投掷标枪研究平抛运动，他先后两次将标枪从同一高度水平抛出，标枪落地后斜插在地面上，测出标枪与水平地面的夹角分别是30°和60°，不计空气阻力，计算第一次与第二次标枪出手时的速度大小之比是_A.1：2B.1：3C.3：1D.：1	标枪做平抛运动，标枪的指向是轨迹的切线方向，故是瞬时速度的方向；平抛运动的水平分运动是匀速直线运动，竖直分运动是自由落体运动；将速度分解后研究即可．	平抛运动基本概念及一般计算	解：平抛运动的水平分运动是匀速直线运动，竖直分运动是自由落体运动；标枪做平抛运动，标枪的指向是轨迹的切线方向，故是瞬时速度的方向；先后两次将标枪从同一高度水平抛出，故标枪落地时的竖直分速度不变，即；将速度沿着水平方向后竖直方向正交分解，有；故选C．
232617	一个质量为m_的物体以速度v水平飞向竖直墙壁，又以水平速度v反弹回来，物体与墙碰前与碰后动量的改变量的大小是_A 0B 2mvC mvD 无法确定	设以初速度方向为正，根据△P=P2-P1求解动量的改变量．	动能与动能定理	解：设以初速度方向为正，△P=P2-P1=mv2-mv1=-mv-mv=-2mv所以物体与墙碰前与碰后动量的改变量的大小为2mv故选B
