item_id,knowledge_code
192,[55]
193,[158]
194,[19]
195,[266]
196,[40]
197,[246]
198,[159]
199,[232]
200,[266]
201,[55]
202,[237]
203,[19]
204,[271]
205,[208]
206,[1]
207,[237]
208,[224]
209,[225]
210,[218]
211,[1]
212,[261]
213,[118]
214,[246]
215,[252]
216,[145]
217,[88]
218,[208]
219,[44]
220,[55]
221,[78]
222,[165]
223,[55]
224,[18]
225,[1]
226,[208]
227,[250]
228,[266]
229,[221]
230,[338]
231,[165]
232,[78]
233,[266]
234,[233]
235,"[32, 32]"
236,[19]
237,[55]
238,[168]
239,[219]
240,[83]
241,[271]
242,[158]
243,[110]
244,[147]
245,"[14, 14, 277]"
246,[298]
247,[266]
248,[18]
249,[88]
250,[279]
251,[88]
252,[168]
253,[110]
254,[49]
255,[246]
256,[79]
257,[168]
258,[1]
259,[79]
260,[263]
261,[1]
262,[193]
263,[221]
264,[78]
265,[49]
266,[221]
267,[277]
268,[219]
269,[84]
270,[88]
271,[1]
272,[134]
273,[134]
274,[78]
275,[266]
276,[165]
277,"[40, 40, 40]"
278,[221]
279,[1]
280,[219]
281,[132]
282,[221]
283,[159]
284,[55]
285,[172]
286,[134]
287,[225]
288,[190]
289,[168]
290,[266]
291,[54]
292,[19]
293,[47]
294,[269]
295,[54]
296,[252]
297,[44]
298,[186]
299,[1]
300,"[42, 42, 43, 55]"
301,[139]
302,[352]
303,[158]
304,[208]
305,[168]
306,[134]
307,[87]
308,[227]
309,[40]
310,[55]
311,[87]
312,[88]
313,[87]
314,[266]
315,[227]
316,[220]
317,"[44, 44]"
318,[306]
319,"[45, 45]"
320,[263]
321,[219]
322,[44]
323,[165]
324,[55]
325,[168]
326,[49]
327,[168]
328,[55]
329,[168]
330,[19]
331,[277]
332,[168]
333,[19]
334,[326]
335,[173]
336,[266]
337,[170]
338,[78]
339,[266]
340,[224]
341,[44]
342,[170]
343,[134]
344,[44]
345,[165]
346,[266]
347,[186]
348,[42]
349,[221]
350,[1]
351,[80]
352,[80]
353,[338]
354,[49]
355,[172]
356,[225]
357,[44]
358,[140]
359,[364]
360,[246]
361,[139]
362,[271]
363,[170]
364,[168]
365,[150]
366,[32]
367,[1]
368,[18]
369,[226]
370,[248]
371,[19]
372,[142]
373,[168]
374,[248]
375,[18]
376,[69]
377,[44]
378,[266]
379,"[49, 49]"
380,[273]
381,[273]
382,[166]
383,[64]
384,[266]
385,[233]
386,[219]
387,"[50, 51, 52, 53, 183]"
388,[79]
389,[19]
390,[55]
391,[252]
392,[47]
393,[194]
394,[80]
395,[19]
396,[263]
397,[237]
398,[47]
399,[246]
400,[158]
401,[1]
402,[263]
403,[284]
404,[45]
405,[71]
406,[47]
407,[173]
408,[80]
409,[47]
410,[109]
411,[227]
412,[220]
413,[168]
414,[69]
415,[221]
416,[15]
417,[84]
418,[219]
419,[230]
420,[80]
421,[19]
422,[168]
423,[284]
424,[78]
425,[219]
426,[80]
427,[44]
428,[134]
429,"[56, 56, 45]"
430,[1]
431,[191]
432,[84]
433,[42]
434,[54]
435,[80]
436,[172]
437,[326]
438,[246]
439,[219]
440,[55]
441,[284]
442,[80]
443,[19]
444,[166]
445,[55]
446,[87]
447,[233]
448,[172]
449,"[57, 58, 58, 59, 60, 57, 61, 228]"
450,[261]
451,[32]
452,[284]
453,[87]
454,[42]
455,[266]
456,[15]
457,[87]
458,[158]
459,[134]
460,[80]
461,[109]
462,[165]
463,[134]
464,[55]
465,[140]
466,[227]
467,[25]
468,[55]
469,[55]
470,[241]
471,[168]
472,[19]
473,"[16, 17, 18]"
474,[263]
475,[168]
476,[19]
477,[190]
478,[55]
479,[168]
480,[78]
481,[239]
482,[134]
483,[55]
484,[221]
485,[42]
486,[158]
487,[190]
488,[168]
489,[221]
490,[165]
491,[42]
492,[165]
493,[55]
494,[269]
495,[338]
496,[271]
497,[155]
498,[134]
499,[168]
500,[298]
501,[221]
502,[166]
503,[54]
504,"[25, 25, 62, 62, 63, 25, 62, 60, 61, 25]"
505,[233]
506,[224]
507,[19]
508,[44]
509,[246]
510,[64]
511,[134]
512,[46]
513,[32]
514,[158]
515,[186]
516,[168]
517,[220]
518,[266]
519,[133]
520,"[64, 65, 78]"
521,[208]
522,[191]
523,[266]
524,[266]
525,[1]
526,[44]
527,[168]
528,[78]
529,[83]
530,[87]
531,[145]
532,[225]
533,[142]
534,[263]
535,[87]
536,[352]
537,[266]
538,[158]
539,[40]
540,[70]
541,[225]
542,[71]
543,[233]
544,[168]
545,[166]
546,[87]
547,[69]
548,[165]
549,[47]
550,[266]
551,[261]
552,[88]
553,[45]
554,[88]
555,[19]
556,[221]
557,[165]
558,[87]
559,[232]
560,[78]
561,[84]
562,[19]
563,[49]
564,[232]
565,[266]
566,[44]
567,[88]
568,[88]
569,[190]
570,"[42, 42, 43, 55]"
571,[87]
572,[158]
573,[142]
574,[218]
575,[1]
576,[165]
577,[42]
578,"[19, 19, 19]"
579,[277]
580,[87]
581,"[62, 62, 62, 62]"
582,[266]
583,[84]
584,[78]
585,[241]
586,[246]
587,[239]
588,[47]
589,[225]
590,[45]
591,[326]
592,[219]
593,[168]
594,[227]
595,[110]
596,"[71, 71, 71]"
597,[251]
598,[266]
599,[1]
600,[221]
601,[158]
602,[221]
603,[340]
604,[142]
605,[193]
606,[19]
607,[208]
608,[1]
609,[266]
610,[140]
611,[142]
612,[252]
613,[338]
614,[219]
615,[172]
616,[1]
617,[1]
618,[42]
619,[19]
620,[84]
621,[96]
622,"[72, 72, 72, 49]"
623,[227]
624,[78]
625,[168]
626,[252]
627,[193]
628,"[79, 79, 79]"
629,[250]
630,"[80, 81, 80, 80]"
631,[49]
632,[193]
633,[1]
634,[44]
635,"[82, 208]"
636,[1]
637,[40]
638,[78]
639,[158]
640,[79]
641,[142]
642,[168]
643,[139]
644,[55]
645,[133]
646,[251]
647,[145]
648,[110]
649,[186]
650,[165]
651,[88]
652,[55]
653,[139]
654,[158]
655,[78]
656,[168]
657,[246]
658,[273]
659,[49]
660,[191]
661,[208]
662,[110]
663,[233]
664,[252]
665,[219]
666,[19]
667,[284]
668,[232]
669,[165]
670,[71]
671,[168]
672,[208]
673,[19]
674,[220]
675,[159]
676,[170]
677,[40]
678,[140]
679,[225]
680,[231]
681,[208]
682,[1]
683,[32]
684,[132]
685,[232]
686,[221]
687,[221]
688,[140]
689,[165]
690,[44]
691,[219]
692,[70]
693,[233]
694,[165]
695,[210]
696,[118]
697,[168]
698,[252]
699,[78]
700,[168]
701,[88]
702,[266]
703,"[84, 84, 84]"
704,[221]
705,[55]
706,[88]
707,[208]
708,[19]
709,[159]
710,[166]
711,[219]
712,[173]
713,[88]
714,[158]
715,[227]
716,[40]
717,[55]
718,[259]
719,[145]
720,[84]
721,[142]
722,[19]
723,[263]
724,[208]
725,[246]
726,[49]
727,"[85, 38, 340]"
728,[79]
729,[186]
730,[55]
731,[338]
732,[165]
733,[364]
734,[18]
735,[168]
736,[87]
737,[186]
738,[246]
739,[88]
740,[134]
741,[233]
742,[1]
743,[165]
744,[220]
745,[49]
746,[47]
747,[96]
748,[132]
749,[220]
750,[273]
751,[78]
752,[55]
753,[221]
754,[46]
755,[40]
756,[246]
757,[46]
758,[70]
759,[168]
760,[168]
761,[19]
762,[251]
763,[266]
764,[172]
765,[165]
766,[263]
767,[210]
768,[223]
769,[266]
770,[232]
771,[298]
772,[44]
773,[1]
774,[326]
775,"[88, 88]"
776,[227]
777,[221]
778,[140]
779,[221]
780,[78]
781,[87]
782,[55]
783,[55]
784,[80]
785,[252]
786,[96]
787,[78]
788,[49]
789,[79]
790,[110]
791,[221]
792,[46]
793,[266]
794,[46]
795,[134]
796,[71]
797,[165]
798,[46]
799,[237]
800,[88]
801,[19]
802,[145]
803,[165]
804,"[89, 90, 91, 92, 93, 94, 110]"
805,[273]
806,[55]
807,[54]
808,[42]
809,[168]
810,[19]
811,[263]
812,[42]
813,[168]
814,[266]
815,[1]
816,[237]
817,[345]
818,[18]
819,[158]
820,[55]
821,[105]
822,[158]
823,[159]
824,[232]
825,[341]
826,"[10, 95, 9, 8, 10]"
827,"[96, 158]"
828,[237]
829,[1]
830,[1]
831,[364]
832,[165]
833,[80]
834,[246]
835,"[14, 14, 298]"
836,[69]
837,[232]
838,[306]
839,[246]
840,[165]
841,[46]
842,[340]
843,"[97, 98, 186]"
844,[78]
845,[78]
846,[88]
847,[54]
848,[88]
849,[219]
850,[55]
851,[266]
852,[1]
853,[208]
854,[155]
855,[269]
856,[168]
857,[159]
858,[218]
859,"[21, 6, 22, 99, 23, 7, 24, 20, 71]"
860,[1]
861,[168]
862,[165]
863,[1]
864,[42]
865,[78]
866,[19]
867,[172]
868,[19]
869,[71]
870,[87]
871,[55]
872,[132]
873,[246]
874,[166]
875,[191]
876,[252]
877,[158]
878,[210]
879,[19]
880,[341]
881,[55]
882,[263]
883,[55]
884,[42]
885,[78]
886,"[62, 102, 103, 104, 62, 62, 62]"
887,[145]
888,[266]
889,[309]
890,[364]
891,[252]
892,[246]
893,[79]
894,[165]
895,[386]
896,[142]
897,[110]
898,[1]
899,[221]
900,[78]
901,[165]
902,[71]
903,[170]
904,[19]
905,[214]
906,[42]
907,[168]
908,[208]
909,[266]
910,[47]
911,[49]
912,[251]
913,[186]
914,[225]
915,[261]
916,[232]
917,[80]
918,[246]
919,[165]
920,[78]
921,[208]
922,[246]
923,[208]
924,[55]
925,[208]
926,[132]
927,[168]
928,[194]
929,[252]
930,"[83, 83, 106, 227]"
931,[1]
932,[142]
933,[15]
934,[55]
935,[1]
936,[109]
937,[142]
938,[356]
939,"[107, 108, 186]"
940,[55]
941,[225]
942,[83]
943,[78]
944,"[109, 109]"
945,[55]
946,[266]
947,[284]
948,[266]
949,[19]
950,[54]
951,[271]
952,[45]
953,[165]
954,[79]
955,[266]
956,[19]
957,[55]
958,[55]
959,[219]
960,[80]
961,[147]
962,[134]
963,[19]
964,[232]
965,[263]
966,[364]
967,[55]
968,[246]
969,[134]
970,[70]
971,[45]
972,[19]
973,[233]
974,[69]
975,[64]
976,[251]
977,[284]
978,[168]
979,[170]
980,[47]
981,[165]
982,[225]
983,[78]
984,[44]
985,[55]
986,[232]
987,"[110, 111, 112, 113, 110]"
988,[259]
989,[232]
990,[168]
991,[185]
992,[165]
993,[356]
994,[83]
995,[46]
996,[165]
997,[168]
998,[49]
999,"[118, 46]"
1000,[19]
1001,[266]
1002,[142]
1003,[78]
1004,[110]
1005,[42]
1006,[186]
1007,[19]
1008,[194]
1009,[142]
1010,[172]
1011,[159]
1012,[32]
1013,[232]
1014,[227]
1015,"[119, 119, 119]"
1016,[225]
1017,[266]
1018,[42]
1019,[84]
1020,[69]
1021,[145]
1022,[19]
1023,[165]
1024,[273]
1025,[54]
1026,"[120, 121, 122, 120]"
1027,"[123, 124, 18, 18, 79]"
1028,[142]
1029,[165]
1030,[19]
1031,[42]
1032,[55]
1033,[233]
1034,[165]
1035,[84]
1036,[158]
1037,[263]
1038,[80]
1039,[19]
1040,[250]
1041,[168]
1042,[46]
1043,[78]
1044,[83]
1045,[139]
1046,[259]
1047,[158]
1048,[215]
1049,[266]
1050,[1]
1051,[79]
1052,[251]
1053,[84]
1054,[55]
1055,[78]
1056,[40]
1057,[158]
1058,[219]
1059,[19]
1060,[45]
1061,[252]
1062,[147]
1063,[44]
1064,[110]
1065,[88]
1066,[252]
1067,[19]
1068,[266]
1069,[139]
1070,[55]
1071,[168]
1072,[157]
1073,[221]
1074,[55]
1075,[208]
1076,[168]
1077,[165]
1078,[158]
1079,[44]
1080,[70]
1081,[45]
1082,[84]
1083,[158]
1084,[134]
1085,[168]
1086,[338]
1087,[49]
1088,[134]
1089,[140]
1090,[172]
1091,[253]
1092,[168]
1093,[165]
1094,[78]
1095,[364]
1096,[1]
1097,[189]
1098,[263]
1099,[134]
1100,[32]
1101,[221]
1102,[79]
1103,[19]
1104,[139]
1105,[88]
1106,[250]
1107,[252]
1108,[142]
1109,[246]
1110,[44]
1111,[134]
1112,[168]
1113,[158]
1114,"[55, 126, 127, 55]"
1115,[252]
1116,[277]
1117,[266]
1118,[219]
1119,[338]
1120,[266]
1121,[251]
1122,[219]
1123,[80]
1124,[78]
1125,[219]
1126,[208]
1127,[88]
1128,[168]
1129,[168]
1130,[166]
1131,[248]
1132,[227]
1133,[221]
1134,[168]
1135,[84]
1136,[71]
1137,[233]
1138,[118]
1139,[47]
1140,[18]
1141,[221]
1142,[40]
1143,[224]
1144,[1]
1145,[132]
1146,[78]
1147,[168]
1148,[80]
1149,[47]
1150,[87]
1151,[284]
1152,[118]
1153,[19]
1154,[88]
1155,[142]
1156,[221]
1157,[165]
1158,[55]
1159,[231]
1160,[49]
1161,[1]
1162,[173]
1163,[140]
1164,[55]
1165,[168]
1166,[168]
1167,[70]
1168,"[1, 1]"
1169,"[47, 47]"
1170,[237]
1171,[219]
1172,[225]
1173,[19]
1174,[70]
1175,[233]
1176,[70]
1177,[168]
1178,[87]
1179,[1]
1180,[263]
1181,[55]
1182,[233]
1183,[225]
1184,[219]
1185,[220]
1186,[158]
1187,[284]
1188,[168]
1189,[45]
1190,"[97, 98, 38, 182]"
1191,[134]
1192,[32]
1193,[15]
1194,[142]
1195,[1]
1196,[165]
1197,[184]
1198,[96]
1199,[215]
1200,[134]
1201,[356]
1202,[165]
1203,[168]
1204,[1]
1205,[158]
1206,[32]
1207,[266]
1208,[279]
1209,[220]
1210,[221]
1211,[55]
1212,[184]
1213,[237]
1214,[225]
1215,[110]
1216,[19]
1217,[172]
1218,[165]
1219,[42]
1220,[110]
1221,[84]
1222,[155]
1223,[168]
1224,[19]
1225,[172]
1226,[165]
1227,[145]
1228,"[122, 85, 120, 121, 183]"
1229,[356]
1230,[142]
1231,"[121, 120, 121]"
1232,[1]
1233,[284]
1234,[326]
1235,[227]
1236,[87]
1237,[193]
1238,[236]
1239,"[62, 62, 62, 62]"
1240,[47]
1241,"[132, 132, 132]"
1242,[62]
1243,[132]
1244,[266]
1245,[78]
1246,"[133, 133]"
1247,"[134, 135, 136, 134, 134]"
1248,"[138, 138, 110, 137, 111, 137, 112, 113, 110]"
1249,"[139, 139, 139]"
1250,"[69, 69, 69]"
1251,"[153, 153, 80]"
1252,"[154, 165]"
1253,"[155, 156, 157, 157, 155]"
1254,"[64, 65, 78]"
1255,"[153, 153, 158]"
1256,"[155, 156, 155]"
1257,"[158, 158, 158]"
1258,"[158, 158, 158]"
1259,"[168, 168, 169, 168]"
1260,"[168, 168, 169, 168]"
1261,"[157, 157, 69, 69, 69]"
1262,"[170, 170, 170, 168]"
1263,"[171, 172, 168]"
1264,"[170, 170, 170, 168]"
1265,"[173, 174, 175, 168]"
1266,"[132, 15, 185]"
1267,"[190, 190, 190]"
1268,"[184, 184, 185, 191, 191, 191, 184]"
1269,"[191, 191, 191, 184, 184, 184]"
1270,"[190, 185, 190, 190]"
1271,"[192, 189, 189, 189, 192, 192]"
1272,"[184, 184, 191, 191, 191, 184]"
1273,"[191, 191, 191, 191]"
1274,"[17, 136, 18, 18, 16, 18]"
1275,"[126, 127, 42]"
1276,"[16, 17, 136, 18, 18, 18]"
1277,"[18, 18, 16, 17, 136, 18]"
1278,"[42, 42, 43, 42]"
1279,"[221, 222, 209, 88, 220, 221]"
1280,"[157, 69, 69, 157, 69]"
1281,"[154, 298]"
1282,"[39, 39, 39]"
1283,"[132, 132]"
1284,"[79, 79, 18, 136, 18, 18]"
1285,"[227, 227, 227, 83, 83, 106, 227, 83]"
1286,"[228, 210]"
1287,"[219, 219]"
1288,"[214, 214, 214]"
1289,"[241, 242, 243, 241]"
1290,"[250, 250]"
1291,"[220, 219, 221]"
1292,"[40, 69, 142, 40, 246, 246, 69, 142, 246]"
1293,"[69, 69, 157, 142, 157, 142, 142]"
1294,"[251, 219, 46, 220, 172]"
1295,"[40, 40, 40]"
1296,"[158, 158, 158]"
1297,"[1, 1]"
1298,"[1, 1]"
1299,"[154, 298]"
1300,"[255, 39, 39, 256, 80]"
1301,"[218, 218]"
1302,"[185, 132, 32]"
1303,"[18, 18, 136, 18]"
1304,"[42, 43, 190, 42, 17, 132, 15, 136, 185, 55]"
1305,"[18, 136, 79, 79, 18, 18]"
1306,"[227, 227]"
1307,"[83, 83, 83, 83, 227, 83]"
1308,"[227, 259, 227]"
1309,"[227, 227]"
1310,"[46, 46]"
1311,"[251, 64]"
1312,"[228, 168]"
1313,"[232, 232]"
1314,"[231, 231]"
1315,"[232, 232]"
1316,"[19, 19, 19]"
1317,"[96, 49]"
1318,"[78, 78]"
1319,"[232, 232]"
1320,"[232, 232]"
1321,"[134, 134, 135, 134]"
1322,"[140, 134, 134, 135, 140, 140]"
1323,"[134, 134, 135, 134]"
1324,"[238, 78, 19]"
1325,"[239, 239]"
1326,"[239, 262, 262, 19, 239]"
1327,"[263, 78]"
1328,"[241, 240, 241]"
1329,"[40, 246, 246, 141, 210, 178, 40, 246]"
1330,"[155, 156, 155]"
1331,"[177, 176, 40]"
1332,"[228, 40, 40, 210, 219, 210]"
1333,"[45, 40, 40, 209]"
1334,"[40, 40, 69, 249, 69, 40]"
1335,"[39, 15, 39, 80]"
1336,"[185, 185]"
1337,"[189, 189, 186, 187, 188, 189, 189]"
1338,"[32, 132]"
1339,"[227, 227]"
1340,"[265, 210]"
1341,"[47, 47]"
1342,"[214, 214, 230]"
1343,"[65, 64, 78]"
1344,"[264, 232]"
1345,"[232, 232]"
1346,"[134, 134, 135, 134]"
1347,"[134, 134, 135, 134]"
1348,"[78, 78]"
1349,"[241, 241]"
1350,"[241, 240, 241]"
1351,"[78, 78]"
1352,"[40, 40, 40]"
1353,"[246, 40, 40, 246, 40]"
1354,"[246, 246, 145, 40, 146, 40, 246]"
1355,"[251, 251]"
1356,"[168, 168, 169, 172]"
1357,"[46, 46]"
1358,"[1, 1]"
1359,"[1, 1]"
1360,"[260, 240, 241]"
1361,"[110, 111, 112, 113, 110]"
1362,"[134, 135, 134, 134]"
1363,"[83, 83, 83, 83, 83]"
1364,"[1, 1]"
1365,"[111, 112, 113, 110, 110]"
1366,"[110, 111, 112, 113, 110]"
1367,"[264, 232]"
1368,"[226, 226]"
1369,"[134, 134, 135, 134]"
1370,"[273, 273]"
1371,"[274, 275, 250]"
1372,"[87, 87, 87, 87]"
1373,"[227, 227]"
1374,"[276, 150, 204, 205, 19, 262, 262, 276, 150, 19]"
1375,"[215, 215, 87]"
1376,"[232, 232]"
1377,"[240, 284]"
1378,"[241, 241]"
1379,"[39, 39, 80]"
1380,"[202, 202, 55]"
1381,"[79, 18, 18, 136, 79, 18]"
1382,"[136, 18]"
1383,"[18, 18, 136, 79, 79, 79]"
1384,"[18, 18, 136, 79, 79, 18]"
1385,"[132, 132]"
1386,"[32, 32]"
1387,"[202, 202, 55]"
1388,"[18, 18, 136, 79, 79, 18]"
1389,"[18, 18, 136, 79, 79, 18]"
1390,"[42, 42, 43, 55]"
1391,"[18, 18, 16, 17, 18]"
1392,"[15, 15]"
1393,"[79, 32, 79, 79]"
1394,"[15, 15]"
1395,"[126, 127, 55, 55]"
1396,"[126, 127, 55, 55]"
1397,"[126, 127, 55, 55]"
1398,"[42, 42, 43, 55, 55]"
1399,"[42, 42, 43, 55]"
1400,"[43, 127, 55, 42, 126, 42, 55]"
1401,"[43, 127, 55, 42, 126, 42, 55]"
1402,"[55, 42, 185, 42, 43, 55]"
1403,"[55, 54, 42, 42, 43, 55]"
1404,"[202, 42, 42, 43, 202, 55, 55]"
1405,"[42, 42, 43, 55, 194]"
1406,"[202, 202, 42, 126, 42, 43, 127, 54]"
1407,"[43, 202, 202, 42, 42, 55]"
1408,"[202, 42, 126, 42, 43, 127, 202, 55]"
1409,"[202, 202, 42, 42, 43, 54]"
1410,"[18, 18, 136, 79, 79, 18]"
1411,"[136, 79, 79, 18]"
1412,"[79, 136, 79, 18]"
1413,"[202, 202, 54]"
1414,"[190, 55, 55]"
1415,"[191, 191, 191, 191]"
1416,"[191, 191, 191, 191]"
1417,"[191, 191, 191, 191]"
1418,"[191, 191, 191, 191]"
1419,"[55, 194, 194]"
1420,"[194, 194]"
1421,"[189, 189, 194, 189, 54]"
1422,"[55, 194, 194]"
1423,"[278, 55, 55]"
1424,"[190, 190]"
1425,"[55, 279]"
1426,"[55, 279, 190, 55]"
1427,"[55, 55]"
1428,"[194, 55, 55]"
1429,"[194, 55, 194]"
1430,"[194, 55, 194]"
1431,"[278, 55, 55]"
1432,"[40, 40, 40]"
1433,"[40, 40, 246]"
1434,"[69, 70, 69, 69]"
1435,"[70, 70]"
1436,"[70, 70]"
1437,"[40, 40, 40]"
1438,"[40, 40, 40]"
1439,"[280, 281, 282, 246]"
1440,"[45, 252, 145, 252, 146, 145]"
1441,"[40, 40, 40]"
1442,"[40, 40, 246]"
1443,"[171, 208, 220, 172, 228]"
1444,"[46, 47]"
1445,"[46, 46]"
1446,"[46, 46]"
1447,"[219, 219]"
1448,"[49, 69, 69, 46]"
1449,"[46, 46]"
1450,"[40, 40, 40]"
1451,"[210, 145, 146, 40, 40, 246]"
1452,"[246, 40, 40, 246, 246]"
1453,"[40, 40, 142, 45, 142, 142]"
1454,"[40, 40, 40]"
1455,"[46, 210, 40, 40, 46]"
1456,"[210, 246]"
1457,"[110, 246, 111, 112, 246, 113, 40, 40, 246]"
1458,"[252, 40, 45, 252, 40, 246]"
1459,"[70, 70]"
1460,"[210, 40, 40, 246]"
1461,"[40, 46, 221, 140, 40, 140, 222, 246]"
1462,"[219, 251]"
1463,"[140, 140, 87]"
1464,"[228, 228]"
1465,"[172, 171, 84, 84, 220]"
1466,"[49, 49]"
1467,"[246, 45, 40, 40, 246, 246]"
1468,"[40, 40, 40]"
1469,"[142, 142, 142]"
1470,"[70, 70]"
1471,"[228, 228]"
1472,"[113, 110, 111, 112, 110]"
1473,"[112, 113, 110, 111, 110]"
1474,"[112, 113, 110, 111, 110]"
1475,"[283, 226]"
1476,"[226, 226]"
1477,"[112, 113, 110, 111, 110]"
1478,"[226, 226]"
1479,"[111, 112, 113, 110, 110]"
1480,"[227, 227]"
1481,"[83, 83, 106, 83]"
1482,"[227, 227]"
1483,"[227, 227]"
1484,"[83, 83, 106, 83]"
1485,"[227, 227]"
1486,"[227, 227]"
1487,"[1, 1]"
1488,"[1, 1]"
1489,"[110, 111, 112, 113, 110]"
1490,"[227, 227]"
1491,"[264, 241, 241]"
1492,"[264, 232]"
1493,"[243, 241]"
1494,"[139, 139, 87]"
1495,"[134, 134, 135, 134]"
1496,"[134, 134, 135, 134]"
1497,"[134, 135, 134, 134]"
1498,"[134, 134, 135, 134]"
1499,"[134, 134, 135, 134]"
1500,"[140, 140, 140]"
1501,"[134, 134, 135, 134]"
1502,"[139, 139, 139]"
1503,"[87, 87, 87, 87]"
1504,"[147, 231, 148, 147, 230, 232, 230]"
1505,"[205, 19, 204, 19]"
1506,"[213, 147]"
1507,"[134, 134, 135, 134]"
1508,"[87, 87, 87, 87]"
1509,"[231, 147, 78, 148, 147, 230]"
1510,"[134, 134, 135, 134]"
1511,"[139, 139, 139]"
1512,"[285, 286, 287, 239]"
1513,"[190, 55, 55]"
1514,"[279, 55, 190]"
1515,"[279, 279]"
1516,"[279, 279]"
1517,"[55, 190, 55]"
1518,"[55, 190, 55]"
1519,"[256, 255, 80]"
1520,"[54, 54]"
1521,"[136, 79, 79, 79]"
1522,"[136, 18, 18, 79]"
1523,"[136, 79, 79, 18]"
1524,"[79, 79, 79]"
1525,"[136, 18]"
1526,"[16, 18]"
1527,"[79, 79, 136, 79]"
1528,"[123, 124, 54]"
1529,"[123, 124, 54]"
1530,"[42, 42, 43, 55, 55]"
1531,"[55, 55]"
1532,"[202, 202, 42, 126, 42, 43, 127, 54]"
1533,"[42, 42, 43, 54]"
1534,"[55, 42, 126, 42, 43, 127, 55]"
1535,"[42, 42, 43, 55, 55]"
1536,"[42, 42, 43, 54]"
1537,"[55, 42, 126, 42, 43, 127, 55]"
1538,"[42, 126, 42, 43, 127, 55, 55]"
1539,"[127, 55, 42, 126, 42, 43, 55]"
1540,"[55, 42, 126, 42, 43, 127, 55]"
1541,"[55, 42, 126, 42, 43, 127, 55]"
1542,"[55, 42, 126, 42, 43, 127, 55]"
1543,"[43, 127, 55, 42, 126, 42, 55]"
1544,"[127, 55, 42, 126, 42, 43, 55]"
1545,"[55, 123, 124, 55]"
1546,"[55, 123, 124, 55]"
1547,"[79, 79, 136, 18]"
1548,"[55, 42, 126, 42, 43, 127, 55]"
1549,"[42, 43, 127, 55, 42, 126, 55]"
1550,"[55, 42, 126, 42, 43, 127, 55]"
1551,"[42, 126, 42, 43, 127, 55, 55]"
1552,"[55, 42, 126, 42, 43, 127, 55]"
1553,"[279, 279]"
1554,"[190, 55, 55]"
1555,"[202, 202, 194]"
1556,"[194, 194]"
1557,"[279, 55, 194]"
1558,"[194, 55, 194]"
1559,"[194, 55, 194]"
1560,"[190, 55, 55]"
1561,"[190, 55, 55]"
1562,"[190, 55, 55]"
1563,"[279, 55, 55]"
1564,"[55, 279, 190, 279]"
1565,"[279, 55, 55]"
1566,"[191, 191, 191, 191]"
1567,"[194, 55, 194]"
1568,"[191, 191, 191, 194]"
1569,"[194, 55, 194]"
