item_id,knowledge_code
2504,"[284]"
2505,"[78]"
2506,"[219]"
2509,"[80]"
2512,"[44]"
2514,"[134]"
2518,"[56, 56, 45]"
2520,"[1]"
2521,"[191]"
2522,"[84]"
2526,"[42]"
2529,"[54]"
2530,"[80]"
2533,"[172]"
2537,"[326]"
2541,"[246]"
2544,"[219]"
2545,"[55]"
2547,"[284]"
2551,"[80]"
2552,"[19]"
2553,"[166]"
2556,"[55]"
2558,"[87]"
2559,"[233]"
2560,"[172]"
2561,"[57, 58, 58, 59, 60, 57, 61, 228]"
2562,"[261]"
2564,"[32]"
2565,"[284]"
2566,"[87]"
2567,"[42]"
2569,"[266]"
2572,"[15]"
2573,"[87]"
2574,"[158]"
2575,"[134]"
2577,"[80]"
2578,"[109]"
2579,"[165]"
2581,"[134]"
2582,"[55]"
2584,"[140]"
2585,"[227]"
2587,"[25]"
2588,"[55]"
2590,"[55]"
2593,"[241]"
2594,"[168]"
2597,"[19]"
2600,"[16, 17, 18]"
2601,"[263]"
2602,"[168]"
2604,"[19]"
2609,"[190]"
2611,"[55]"
2612,"[168]"
2613,"[78]"
2614,"[239]"
2615,"[134]"
2616,"[55]"
2618,"[221]"
2619,"[42]"
2624,"[158]"
2625,"[190]"
2629,"[168]"
2630,"[221]"
2632,"[165]"
2635,"[42]"
2636,"[165]"
2640,"[55]"
2641,"[269]"
2649,"[338]"
2652,"[271]"
2658,"[155]"
2660,"[134]"
2661,"[168]"
2662,"[298]"
2663,"[221]"
2664,"[166]"
2665,"[54]"
2666,"[25, 25, 62, 62, 63, 25, 62, 60, 61, 25]"
2669,"[233]"
2670,"[224]"
2671,"[19]"
2675,"[44]"
2676,"[246]"
2682,"[64]"
2683,"[134]"
2684,"[46]"
2685,"[32]"
2689,"[158]"
2690,"[186]"
2693,"[168]"
2694,"[220]"
2699,"[266]"
2701,"[133]"
2703,"[64, 65, 78]"
2704,"[208]"
2706,"[191]"
2707,"[266]"
2708,"[266]"
2710,"[1]"
2712,"[44]"
2714,"[168]"
2715,"[78]"
2716,"[83]"
2723,"[87]"
2724,"[145]"
2725,"[225]"
2726,"[142]"
2727,"[263]"
2728,"[87]"
2729,"[352]"
2730,"[266]"
2732,"[158]"
2733,"[40]"
2736,"[70]"
2740,"[225]"
2741,"[71]"
2743,"[233]"
2744,"[168]"
2745,"[166]"
2746,"[87]"
2747,"[69]"
2748,"[165]"
2750,"[47]"
2751,"[266]"
2752,"[261]"
2753,"[88]"
2754,"[45]"
2755,"[88]"
2756,"[19]"
2760,"[221]"
2761,"[165]"
2763,"[87]"
2765,"[232]"
2768,"[78]"
2769,"[84]"
2770,"[19]"
2771,"[49]"
2772,"[232]"
2784,"[266]"
2788,"[44]"
2789,"[88]"
2792,"[88]"
2793,"[190]"
2794,"[42, 42, 43, 55]"
2800,"[87]"
2802,"[158]"
2806,"[142]"
2810,"[218]"
2811,"[1]"
2813,"[165]"
2814,"[42]"
2815,"[19, 19, 19]"
2817,"[277]"
2819,"[87]"
2820,"[62, 62, 62, 62]"
2823,"[266]"
2825,"[84]"
2829,"[78]"
2833,"[241]"
2837,"[246]"
2840,"[239]"
2842,"[47]"
2844,"[225]"
2848,"[45]"
2850,"[326]"
2851,"[219]"
2852,"[168]"
2853,"[227]"
2855,"[110]"
2857,"[71, 71, 71]"
2859,"[251]"
2860,"[266]"
2862,"[1]"
2865,"[221]"
2866,"[158]"
2868,"[221]"
2873,"[340]"
2874,"[142]"
2875,"[193]"
2876,"[19]"
2877,"[208]"
2878,"[1]"
2879,"[266]"
2881,"[140]"
2883,"[142]"
2886,"[252]"
2888,"[338]"
2889,"[219]"
2891,"[172]"
2896,"[1]"
2897,"[1]"
2901,"[42]"
2903,"[19]"
2905,"[84]"
2906,"[96]"
2909,"[72, 72, 72, 49]"
2913,"[227]"
2915,"[78]"
2917,"[168]"
2918,"[252]"
2919,"[193]"
2920,"[79, 79, 79]"
2921,"[250]"
2924,"[80, 81, 80, 80]"
2930,"[49]"
2931,"[193]"
2932,"[1]"
2933,"[44]"
2935,"[82, 208]"
2937,"[1]"
2939,"[40]"
2941,"[78]"
2945,"[158]"
2946,"[79]"
2947,"[142]"
2948,"[168]"
2949,"[139]"
2951,"[55]"
2952,"[133]"
2955,"[251]"
2956,"[145]"
2957,"[110]"
2959,"[186]"
2961,"[165]"
2964,"[88]"
2968,"[55]"
2970,"[139]"
2972,"[158]"
2974,"[78]"
2978,"[168]"
2979,"[246]"
2981,"[273]"
2983,"[49]"
2985,"[191]"
2986,"[208]"
2990,"[110]"
2991,"[233]"
2992,"[252]"
2993,"[219]"
2997,"[19]"
2998,"[284]"
3000,"[232]"
3002,"[165]"
3007,"[71]"
3008,"[168]"
3009,"[208]"
3010,"[19]"
3012,"[220]"
3013,"[159]"
3015,"[170]"
3016,"[40]"
3018,"[140]"
3019,"[225]"
3022,"[231]"
3024,"[208]"
3029,"[1]"
3030,"[32]"
3031,"[132]"
3033,"[232]"
3034,"[221]"
3036,"[221]"
3038,"[140]"
3039,"[165]"
3040,"[44]"
3044,"[219]"
3045,"[70]"
3046,"[233]"
3053,"[165]"
3054,"[210]"
3056,"[118]"
3058,"[168]"
3062,"[252]"
3065,"[78]"
3067,"[168]"
3070,"[88]"
3071,"[266]"
3072,"[84, 84, 84]"
3076,"[221]"
3079,"[55]"
3080,"[88]"
3081,"[208]"
3082,"[19]"
3084,"[159]"
3088,"[166]"
3094,"[219]"
3095,"[173]"
3096,"[88]"
3098,"[158]"
3101,"[227]"
3103,"[40]"
3104,"[55]"
3105,"[259]"
3106,"[145]"
3107,"[84]"
3108,"[142]"
3109,"[19]"
3110,"[263]"
3112,"[208]"
3113,"[246]"
3115,"[49]"
3122,"[85, 38, 340]"
3125,"[79]"
3129,"[186]"
3131,"[55]"
3136,"[338]"
3137,"[165]"
3143,"[364]"
3145,"[18]"
3146,"[168]"
3148,"[87]"
3150,"[186]"
3152,"[246]"
3153,"[88]"
3154,"[134]"
3156,"[233]"
3158,"[1]"
3160,"[165]"
3164,"[220]"
3165,"[49]"
3167,"[47]"
3172,"[96]"
3173,"[132]"
3174,"[220]"
3175,"[273]"
3176,"[78]"
3177,"[55]"
3179,"[221]"
3183,"[46]"
3185,"[40]"
3186,"[246]"
3194,"[46]"
3195,"[70]"
3200,"[168]"
3202,"[168]"
3205,"[19]"
3206,"[251]"
3208,"[266]"
3210,"[172]"
3221,"[165]"
3224,"[263]"
3225,"[210]"
3234,"[223]"
3236,"[266]"
3237,"[232]"
3239,"[298]"
3243,"[44]"
3244,"[1]"
3245,"[326]"
3247,"[88, 88]"
3249,"[227]"
3250,"[221]"
3251,"[140]"
3253,"[221]"
3254,"[78]"
3255,"[87]"
3258,"[55]"
3260,"[55]"
3261,"[80]"
3263,"[252]"
3265,"[96]"
3266,"[78]"
3269,"[49]"
3270,"[79]"
3273,"[110]"
3275,"[221]"
3276,"[46]"
3277,"[266]"
3278,"[46]"
3281,"[134]"
3283,"[71]"
3284,"[165]"
3286,"[46]"
3289,"[237]"
3293,"[88]"
3294,"[19]"
3295,"[145]"
3297,"[165]"
3299,"[89, 90, 91, 92, 93, 94, 110]"
3300,"[273]"
3304,"[55]"
3305,"[54]"
3306,"[42]"
3307,"[168]"
3308,"[19]"
3309,"[263]"
3311,"[42]"
3316,"[168]"
3317,"[266]"
3318,"[1]"
3319,"[237]"
3320,"[345]"
3322,"[18]"
3324,"[158]"
3329,"[55]"
3330,"[105]"
3331,"[158]"
3332,"[159]"
3343,"[232]"
3345,"[341]"
3346,"[10, 95, 9, 8, 10]"
3347,"[96, 158]"
3355,"[237]"
3357,"[1]"
3358,"[1]"
3363,"[364]"
3365,"[165]"
3367,"[80]"
3371,"[246]"
3372,"[14, 14, 298]"
3374,"[69]"
3376,"[232]"
3377,"[306]"
3378,"[246]"
3379,"[165]"
3380,"[46]"
3381,"[340]"
3382,"[97, 98, 186]"
3383,"[78]"
3384,"[78]"
3387,"[88]"
3388,"[54]"
3389,"[88]"
3391,"[219]"
3398,"[55]"
3402,"[266]"
3403,"[1]"
3404,"[208]"
3405,"[155]"
3408,"[269]"
3409,"[168]"
3410,"[159]"
3411,"[218]"
3412,"[21, 6, 22, 99, 23, 7, 24, 20, 71]"
3413,"[1]"
3422,"[168]"
3423,"[165]"
3425,"[1]"
3426,"[42]"
3427,"[78]"
3428,"[19]"
3433,"[172]"
3434,"[19]"
3435,"[71]"
3436,"[87]"
3437,"[55]"
3440,"[132]"
3443,"[246]"
3444,"[166]"
3445,"[191]"
3449,"[252]"
3450,"[158]"
3454,"[210]"
3456,"[19]"
3459,"[341]"
3460,"[55]"
3461,"[263]"
3462,"[55]"
3464,"[42]"
3466,"[78]"
3468,"[62, 102, 103, 104, 62, 62, 62]"
3469,"[145]"
3470,"[266]"
3473,"[309]"
3475,"[364]"
3476,"[252]"
3481,"[246]"
3483,"[79]"
3485,"[165]"
3490,"[386]"
3495,"[142]"
3496,"[110]"
3499,"[1]"
3500,"[221]"
3501,"[78]"
3504,"[165]"
3505,"[71]"
3507,"[170]"
3508,"[19]"
3514,"[214]"
3515,"[42]"
3516,"[168]"
3517,"[208]"
3518,"[266]"
3520,"[47]"
3521,"[49]"
3525,"[251]"
3526,"[186]"
3529,"[225]"
3532,"[261]"
3533,"[232]"
3535,"[80]"
3536,"[246]"
3537,"[165]"
3541,"[78]"
3543,"[208]"
3546,"[246]"
3547,"[208]"
3549,"[55]"
3550,"[208]"
3556,"[132]"
3559,"[168]"
3562,"[194]"
3564,"[252]"
3566,"[83, 83, 106, 227]"
3568,"[1]"
3569,"[142]"
3571,"[15]"
3573,"[55]"
3574,"[1]"
3575,"[109]"
3576,"[142]"
3578,"[356]"
3579,"[107, 108, 186]"
3581,"[55]"
3583,"[225]"
3586,"[83]"
3587,"[78]"
3592,"[109, 109]"
3593,"[55]"
3594,"[266]"
3595,"[284]"
3596,"[266]"
3599,"[19]"
3600,"[54]"
3602,"[271]"
3603,"[45]"
3604,"[165]"
3605,"[79]"
3606,"[266]"
3608,"[19]"
3609,"[55]"
3610,"[55]"
3613,"[219]"
3617,"[80]"
3618,"[147]"
3619,"[134]"
3621,"[19]"
3622,"[232]"
3624,"[263]"
3628,"[364]"
3632,"[55]"
3633,"[246]"
3636,"[134]"
3638,"[70]"
3639,"[45]"
3641,"[19]"
3643,"[233]"
3648,"[69]"
3650,"[64]"
3651,"[251]"
3654,"[284]"
3657,"[168]"
3658,"[170]"
3659,"[47]"
3661,"[165]"
3663,"[225]"
3664,"[78]"
3665,"[44]"
3666,"[55]"
3669,"[232]"
3670,"[110, 111, 112, 113, 110]"
3671,"[259]"
3672,"[232]"
3674,"[168]"
3680,"[185]"
3683,"[165]"
3684,"[356]"
3686,"[83]"
3689,"[46]"
3690,"[165]"
3691,"[168]"
3693,"[49]"
3694,"[118, 46]"
3696,"[19]"
3699,"[266]"
3700,"[142]"
3702,"[78]"
3704,"[110]"
3705,"[42]"
3706,"[186]"
3709,"[19]"
3712,"[194]"
3714,"[142]"
3715,"[172]"
3717,"[159]"
3720,"[32]"
3722,"[232]"
3723,"[227]"
3724,"[119, 119, 119]"
3725,"[225]"
3728,"[266]"
3729,"[42]"
3730,"[84]"
3731,"[69]"
3733,"[145]"
3736,"[19]"
3737,"[165]"
3740,"[273]"
3741,"[54]"
3742,"[120, 121, 122, 120]"
3743,"[123, 124, 18, 18, 79]"
3745,"[142]"
3746,"[165]"
3749,"[19]"
3754,"[42]"
3756,"[55]"
3758,"[233]"
3760,"[165]"
3761,"[84]"
3762,"[158]"
3763,"[263]"
3765,"[80]"
3766,"[19]"
3773,"[250]"
3774,"[168]"
3779,"[46]"
3782,"[78]"
3783,"[83]"
3787,"[139]"
3789,"[259]"
3790,"[158]"
3793,"[215]"
3794,"[266]"
3796,"[1]"
3797,"[79]"
3798,"[251]"
3802,"[84]"
3804,"[55]"
3806,"[78]"
3808,"[40]"
3809,"[158]"
3810,"[219]"
3813,"[19]"
3816,"[45]"
3821,"[252]"
3824,"[147]"
3828,"[44]"
3834,"[110]"
3835,"[88]"
3836,"[252]"
3837,"[19]"
3838,"[266]"
3839,"[139]"
3840,"[55]"
3842,"[168]"
3843,"[157]"
3844,"[221]"
3845,"[55]"
3847,"[208]"
3848,"[168]"
3849,"[165]"
3857,"[158]"
3858,"[44]"
3862,"[70]"
3863,"[45]"
3864,"[84]"
3865,"[158]"
3867,"[134]"
3868,"[168]"
3869,"[338]"
3870,"[49]"
3873,"[134]"
3875,"[140]"
3877,"[172]"
3878,"[253]"
3881,"[168]"
3882,"[165]"
3883,"[78]"
3885,"[364]"
3890,"[1]"
3891,"[189]"
3892,"[263]"
3893,"[134]"
3895,"[32]"
3896,"[221]"
3897,"[79]"
3898,"[19]"
3899,"[139]"
3900,"[88]"
3902,"[250]"
3904,"[252]"
3905,"[142]"
3907,"[246]"
3911,"[44]"
3913,"[134]"
3914,"[168]"
3917,"[158]"
3918,"[55, 126, 127, 55]"
3921,"[252]"
3922,"[277]"
3926,"[266]"
3928,"[219]"
3929,"[338]"
3930,"[266]"
3933,"[251]"
3934,"[219]"
3936,"[80]"
3937,"[78]"
3940,"[219]"
3941,"[208]"
3943,"[88]"
3946,"[168]"
3947,"[168]"
3948,"[166]"
3951,"[248]"
3952,"[227]"
3953,"[221]"
3954,"[168]"
3959,"[84]"
3962,"[71]"
3964,"[233]"
3967,"[118]"
3968,"[47]"
3970,"[18]"
3975,"[221]"
3978,"[40]"
3979,"[224]"
3980,"[1]"
3981,"[132]"
3982,"[78]"
3985,"[168]"
3986,"[80]"
3987,"[47]"
3988,"[87]"
3989,"[284]"
3990,"[118]"
3991,"[19]"
3992,"[88]"
3995,"[142]"
3998,"[221]"
3999,"[165]"
4000,"[55]"
4002,"[231]"
4003,"[49]"
4006,"[1]"
4007,"[173]"
4013,"[140]"
4014,"[55]"
4015,"[168]"
4017,"[168]"
4018,"[70]"
4019,"[1, 1]"
4020,"[47, 47]"
4022,"[237]"
4029,"[219]"
4030,"[225]"
4031,"[19]"
4033,"[70]"
4034,"[233]"
4035,"[70]"
4039,"[168]"
4040,"[87]"
4042,"[1]"
4044,"[263]"
4048,"[55]"
4049,"[233]"
4050,"[225]"
4052,"[219]"
4053,"[220]"
4055,"[158]"
4057,"[284]"
4059,"[168]"
4064,"[45]"
4065,"[97, 98, 38, 182]"
4068,"[134]"
4069,"[32]"
4070,"[15]"
4071,"[142]"
4073,"[1]"
4076,"[165]"
4077,"[184]"
4079,"[96]"
4080,"[215]"
4081,"[134]"
4086,"[356]"
4087,"[165]"
4088,"[168]"
4090,"[1]"
4091,"[158]"
4092,"[32]"
4094,"[266]"
4098,"[279]"
4101,"[220]"
4102,"[221]"
4103,"[55]"
4104,"[184]"
4105,"[237]"
4107,"[225]"
4108,"[110]"
4109,"[19]"
4110,"[172]"
4112,"[165]"
4113,"[42]"
4116,"[110]"
4120,"[84]"
4122,"[155]"
4123,"[168]"
4124,"[19]"
4125,"[172]"
4126,"[165]"
4127,"[145]"
4129,"[122, 85, 120, 121, 183]"
4134,"[356]"
4137,"[142]"
4139,"[121, 120, 121]"
4146,"[1]"
4147,"[284]"
4148,"[326]"
4149,"[227]"
4154,"[87]"
4155,"[193]"
4156,"[236]"
4157,"[62, 62, 62, 62]"
4158,"[47]"
4161,"[132, 132, 132]"
4162,"[62]"
4164,"[132]"
4165,"[266]"
4166,"[78]"
4196,"[133, 133]"
4197,"[134, 135, 136, 134, 134]"
4199,"[138, 138, 110, 137, 111, 137, 112, 113, 110]"
4200,"[139, 139, 139]"
4202,"[69, 69, 69]"
4236,"[153, 153, 80]"
4237,"[154, 165]"
4238,"[155, 156, 157, 157, 155]"
4239,"[64, 65, 78]"
4241,"[153, 153, 158]"
4243,"[155, 156, 155]"
4244,"[158, 158, 158]"
4245,"[158, 158, 158]"
4276,"[168, 168, 169, 168]"
4277,"[168, 168, 169, 168]"
4278,"[157, 157, 69, 69, 69]"
4279,"[170, 170, 170, 168]"
4280,"[171, 172, 168]"
4281,"[170, 170, 170, 168]"
4283,"[173, 174, 175, 168]"
4321,"[132, 15, 185]"
4361,"[190, 190, 190]"
4362,"[184, 184, 185, 191, 191, 191, 184]"
4364,"[191, 191, 191, 184, 184, 184]"
4365,"[190, 185, 190, 190]"
4366,"[192, 189, 189, 189, 192, 192]"
4367,"[184, 184, 191, 191, 191, 184]"
4368,"[191, 191, 191, 191]"
4391,"[17, 136, 18, 18, 16, 18]"
4392,"[126, 127, 42]"
4394,"[16, 17, 136, 18, 18, 18]"
4395,"[18, 18, 16, 17, 136, 18]"
4398,"[42, 42, 43, 42]"
4573,"[221, 222, 209, 88, 220, 221]"
4574,"[157, 69, 69, 157, 69]"
4580,"[154, 298]"
4585,"[39, 39, 39]"
4587,"[132, 132]"
4588,"[79, 79, 18, 136, 18, 18]"
4595,"[227, 227, 227, 83, 83, 106, 227, 83]"
4597,"[228, 210]"
4598,"[219, 219]"
4604,"[214, 214, 214]"
4629,"[241, 242, 243, 241]"
4635,"[250, 250]"
4636,"[220, 219, 221]"
4637,"[40, 69, 142, 40, 246, 246, 69, 142, 246]"
4642,"[69, 69, 157, 142, 157, 142, 142]"
4643,"[251, 219, 46, 220, 172]"
4645,"[40, 40, 40]"
4651,"[158, 158, 158]"
4653,"[1, 1]"
4654,"[1, 1]"
4670,"[154, 298]"
4683,"[255, 39, 39, 256, 80]"
4686,"[218, 218]"
4689,"[185, 132, 32]"
4690,"[18, 18, 136, 18]"
4694,"[42, 43, 190, 42, 17, 132, 15, 136, 185, 55]"
4695,"[18, 136, 79, 79, 18, 18]"
4702,"[227, 227]"
4705,"[83, 83, 83, 83, 227, 83]"
4707,"[227, 259, 227]"
4711,"[227, 227]"
4717,"[46, 46]"
4718,"[251, 64]"
4719,"[228, 168]"
4730,"[232, 232]"
4731,"[231, 231]"
4732,"[232, 232]"
4736,"[19, 19, 19]"
4739,"[96, 49]"
4743,"[78, 78]"
4746,"[232, 232]"
4747,"[232, 232]"
4750,"[134, 134, 135, 134]"
4752,"[140, 134, 134, 135, 140, 140]"
4761,"[134, 134, 135, 134]"
4779,"[238, 78, 19]"
4790,"[239, 239]"
4791,"[239, 262, 262, 19, 239]"
4807,"[263, 78]"
4808,"[241, 240, 241]"
4815,"[40, 246, 246, 141, 210, 178, 40, 246]"
4816,"[155, 156, 155]"
4817,"[177, 176, 40]"
4821,"[228, 40, 40, 210, 219, 210]"
4822,"[45, 40, 40, 209]"
4827,"[40, 40, 69, 249, 69, 40]"
4836,"[39, 15, 39, 80]"
4837,"[185, 185]"
4840,"[189, 189, 186, 187, 188, 189, 189]"
4842,"[32, 132]"
4848,"[227, 227]"
4861,"[265, 210]"
4872,"[47, 47]"
4876,"[214, 214, 230]"
4880,"[65, 64, 78]"
4881,"[264, 232]"
4882,"[232, 232]"
4888,"[134, 134, 135, 134]"
4890,"[134, 134, 135, 134]"
4915,"[78, 78]"
4917,"[241, 241]"
4918,"[241, 240, 241]"
4951,"[78, 78]"
4958,"[40, 40, 40]"
4959,"[246, 40, 40, 246, 40]"
4961,"[246, 246, 145, 40, 146, 40, 246]"
4964,"[251, 251]"
4966,"[168, 168, 169, 172]"
4967,"[46, 46]"
4970,"[1, 1]"
4971,"[1, 1]"
4974,"[260, 240, 241]"
4977,"[110, 111, 112, 113, 110]"
4980,"[134, 135, 134, 134]"
4982,"[83, 83, 83, 83, 83]"
4988,"[1, 1]"
4989,"[111, 112, 113, 110, 110]"
4993,"[110, 111, 112, 113, 110]"
4994,"[264, 232]"
4997,"[226, 226]"
5000,"[134, 134, 135, 134]"
5001,"[273, 273]"
5003,"[274, 275, 250]"
5007,"[87, 87, 87, 87]"
5013,"[227, 227]"
5015,"[276, 150, 204, 205, 19, 262, 262, 276, 150, 19]"
5019,"[215, 215, 87]"
5026,"[232, 232]"
5027,"[240, 284]"
5031,"[241, 241]"
5061,"[39, 39, 80]"
